# the different columns denote the different activities			
# ie. pc (1). tv (2). audio (3). administration/work/study at home (4)			
			
0	0	0	0.000
0.025	0	0	0.000
0	0.018	0.027	0.000
0.022	0	0.013	0.000
0.006	0.006	0.03	0.000
0.005	0.001	0.042	0.000
0.005	0.008	0.027	0.005
0.011	0.007	0.028	0.002
0.012	0.012	0.032	0.003
0.012	0.006	0.023	0.003
0.018	0.01	0.019	0.010
0.017	0.007	0.015	0.008
0.015	0.011	0.026	0.015
0.015	0.007	0.013	0.007
0.019	0.008	0.014	0.005
0.012	0.005	0.011	0.006
0.011	0.011	0.016	0.004
0.009	0.028	0.01	0.002
0.016	0.05	0.022	0.008
0.01	0.013	0.011	0.004
0.014	0.019	0.009	0.008
0.012	0.009	0.004	0.005
0.015	0.017	0.007	0.008
0.005	0.011	0.008	0.008
0.018	0.024	0.015	0.004
0.012	0.01	0.011	0.005
0.013	0.018	0.011	0.006
0.011	0.016	0.009	0.000
0.012	0.031	0.007	0.003
0.008	0.036	0.004	0.001
0.013	0.089	0.007	0.004
0.012	0.045	0.004	0.002
0.018	0.08	0.003	0.004
0.012	0.061	0.002	0.003
0.015	0.067	0.002	0.002
0.009	0.032	0.002	0.003
0.009	0.037	0.002	0.003
0.006	0.023	0.002	0.000
0.006	0.024	0.005	0.002
0.009	0.013	0.004	0.000
0.007	0.024	0.005	0.000
0.017	0.017	0	0.000
0.008	0.008	0	0.000
0	0	0	0.000
0.027	0.014	0.014	0.000
0	0	0	0.000
0	0	0	0.000
0.017	0	0	0.000
