# the different columns denote the different activities			
# ie. pc (1). tv (2). audio (3). administration/work/study at home (4)			
			
0	0	0	0.000
0	0	0	0.000
0	0	0.026	0.000
0	0	0.041	0.000
0.01	0	0.031	0.083
0.005	0.005	0.016	0.061
0.012	0.003	0.061	0.000
0.01	0.003	0.034	0.030
0.019	0.019	0.022	0.016
0.02	0.013	0.02	0.016
0.018	0.015	0.031	0.040
0.019	0.027	0.019	0.030
0.024	0.026	0.024	0.041
0.035	0.019	0.018	0.028
0.032	0.028	0.015	0.035
0.018	0.011	0.012	0.016
0.022	0.02	0.013	0.021
0.015	0.033	0.018	0.015
0.028	0.028	0.016	0.047
0.017	0.014	0.011	0.032
0.025	0.019	0.013	0.046
0.02	0.012	0.008	0.023
0.026	0.018	0.003	0.033
0.011	0.015	0.006	0.016
0.031	0.033	0.015	0.036
0.024	0.011	0.009	0.024
0.021	0.033	0.01	0.024
0.013	0.021	0.011	0.018
0.02	0.033	0.004	0.012
0.016	0.023	0.006	0.020
0.028	0.052	0.015	0.016
0.023	0.049	0.003	0.009
0.021	0.051	0.006	0.009
0.02	0.046	0.004	0.014
0.019	0.047	0.007	0.003
0.011	0.028	0.004	0.002
0.031	0.049	0.01	0.008
0.009	0.014	0.003	0.000
0.015	0.048	0.011	0.000
0.009	0.034	0.002	0.008
0.024	0.021	0	0.006
0.013	0.039	0.004	0.000
0.035	0.018	0.009	0.000
0.011	0	0.011	0.000
0.02	0.02	0	0.000
0.024	0.049	0.024	0.000
0	0.027	0.027	0.000
0.034	0	0	0.053
