# the different columns denote the different activities			
# ie. pc (1). tv (2). audio (3). administration/work/study at home (4)			
			
0.000	0.000	0.000	0.000
0.000	0.028	0.009	0.000
0.006	0.019	0.006	0.000
0.030	0.020	0.000	0.000
0.011	0.011	0.024	0.011
0.021	0.010	0.023	0.000
0.008	0.018	0.031	0.002
0.009	0.010	0.023	0.003
0.014	0.013	0.031	0.004
0.012	0.009	0.021	0.005
0.022	0.013	0.019	0.012
0.011	0.007	0.010	0.006
0.014	0.016	0.021	0.008
0.016	0.011	0.011	0.007
0.018	0.014	0.011	0.009
0.010	0.013	0.008	0.004
0.007	0.025	0.010	0.005
0.012	0.034	0.007	0.004
0.014	0.064	0.011	0.009
0.012	0.016	0.008	0.003
0.011	0.025	0.011	0.007
0.011	0.017	0.003	0.007
0.015	0.025	0.008	0.005
0.009	0.010	0.003	0.006
0.016	0.029	0.014	0.005
0.010	0.015	0.005	0.004
0.013	0.027	0.007	0.006
0.007	0.023	0.004	0.004
0.009	0.040	0.005	0.004
0.011	0.049	0.005	0.001
0.009	0.086	0.006	0.006
0.011	0.040	0.002	0.002
0.012	0.070	0.003	0.003
0.011	0.043	0.001	0.001
0.014	0.054	0.003	0.002
0.006	0.021	0.002	0.001
0.012	0.034	0.002	0.002
0.007	0.018	0.001	0.000
0.014	0.026	0.001	0.000
0.007	0.011	0.002	0.002
0.010	0.030	0.003	0.000
0.002	0.006	0.000	0.000
0.008	0.008	0.000	0.000
0.000	0.020	0.000	0.000
0.015	0.015	0.015	0.000
0.000	0.029	0.000	0.000
0.000	0.000	0.013	0.000
0.000	0.000	0.000	0.000
