# the different columns denote the different activities			
# ie. pc (1). tv (2). audio (3). administration/work/study at home (4)			
			
0.0000	0.0000	0.0000	0.0395
0.0102	0.0171	0.0068	0.0053
0.0097	0.0213	0.0116	0.0133
0.0059	0.0119	0.0312	0.0038
0.0105	0.0105	0.0224	0.0049
0.0135	0.0117	0.0345	0.0058
0.0148	0.0112	0.0351	0.0097
0.0140	0.0114	0.0234	0.0102
0.0164	0.0110	0.0258	0.0212
0.0156	0.0127	0.0178	0.0275
0.0166	0.0129	0.0241	0.0203
0.0166	0.0106	0.0115	0.0144
0.0248	0.0151	0.0158	0.0223
0.0175	0.0097	0.0124	0.0117
0.0182	0.0168	0.0136	0.0139
0.0108	0.0117	0.0092	0.0130
0.0098	0.0189	0.0114	0.0151
0.0101	0.0259	0.0086	0.0163
0.0171	0.0466	0.0143	0.0252
0.0154	0.0164	0.0088	0.0225
0.0150	0.0251	0.0075	0.0142
0.0121	0.0123	0.0060	0.0131
0.0168	0.0186	0.0094	0.0129
0.0111	0.0136	0.0051	0.0128
0.0218	0.0273	0.0087	0.0202
0.0155	0.0142	0.0065	0.0132
0.0174	0.0221	0.0093	0.0132
0.0131	0.0172	0.0089	0.0091
0.0169	0.0372	0.0075	0.0114
0.0117	0.0381	0.0059	0.0058
0.0124	0.0800	0.0064	0.0103
0.0177	0.0469	0.0036	0.0074
0.0179	0.0817	0.0053	0.0087
0.0161	0.0620	0.0026	0.0082
0.0168	0.0606	0.0029	0.0057
0.0086	0.0315	0.0013	0.0035
0.0131	0.0385	0.0028	0.0037
0.0097	0.0231	0.0015	0.0018
0.0127	0.0312	0.0041	0.0048
0.0073	0.0137	0.0014	0.0000
0.0108	0.0270	0.0063	0.0039
0.0087	0.0203	0.0000	0.0000
0.0329	0.0299	0.0060	0.0149
0.0044	0.0133	0.0044	0.0109
0.0000	0.0070	0.0000	0.0000
0.0263	0.0175	0.0175	0.0244
0.0097	0.0000	0.0000	0.0000
0.0000	0.0000	0.0000	0.0000
